,,Detection Recall,,,,,
49255,5,0,1,0,0,0,0
49259,2,0,1,0,0,0,0
49270,1,0,0,0,1,0,0
49276,1,0,0,1,1,0,0
49277,1,0,0,1,0,0,0
49279,2,0,1,0,0,0,0
49280,2,0,1,0,0,0,0
49281,2,0,1,0,0,0,0
49282,6,0,1,0,0,0,0
49285,15,0,1,0,0,0,0
49286,15,0,1,0,0,0,0
49287,10,0,1,0,0,0,0
49288,10,0,1,0,0,0,0
49289,1,0,1,0,0,0,0
49290,1,0,1,0,0,0,0
49291,2,0,1,0,0,0,0
49292,2,0,1,0,0,0,0
49293,10,0,0.9,0.1,0.1,0,0
49294,1,0,0,1,0,0,0
49321,2,0,0,0,1,0,0
49323,2,0,0,0,1,0.5,0
49325,2,0,0,0,1,0.5,0
49327,7,0,1,0,0,0,0
49328,7,0,1,0,0,0,0
49329,7,0,1,0,0,0,0
49330,7,0,1,0,0,0,0
49336,1,0,0,0,0,1,0
49337,1,0,0,0,0,1,0
49349,7,0,1,0,0,0,0
49350,7,0,1,0,0,0,0
49351,7,0,1,0,0,0,0
49352,7,0,1,0,0,0,0
49369,4,0,1,0,0,0,0
49370,4,0,1,0,0,0,0
49371,1,0,1,0,0,0,0
49375,2,0,1,0,0,0,0
49381,1,0,1,0,0,0,0
49382,1,0,1,0,0,0,0
49451,3,0,1,0,0,0,0
49462,4,0,1,0,0,0,0
49463,4,0,1,0,0,0,0
49464,2,0,1,0,0,0,0
49484,3,0,1,0,0,0,0
49486,2,0,1,0,0,0,0
49487,2,0,1,0,0,0,0
49488,2,0,1,0,0,0,0
49501,3,0,1,0,0,0,0
49503,4,0,1,0,0,0,0
49507,3,0,1,0,0,0,0
49512,1,0,0,0,0,1,0
49513,1,0,0,0,0,1,0
49547,2,0,1,0,0,0,0
49548,3,0,1,0,0,0,0
49549,2,0,1,0,0,0,0
49550,2,0,1,0,0,0,0
49555,2,0,1,0,0,0,0
49557,3,0.33,0,0,0.67,0.33,0
49558,2,0.5,0,0,1,0,0
49559,2,0,0,0,1,0,0
49563,9,0,1,0,0,0,0
49564,10,0,1,0,0,0,0
49565,10,0,1,0,0,0,0
49566,10,0,1,0,0,0,0
49579,2,1,0,0,0,0,0
49580,2,1,0,0,0,0,0
49584,6,0,1,0,0,0,0
49585,2,1,0,0,0,0,0
49586,6,0,1,0,0,0,0
49587,15,0,1,0,0,0,0
49588,15,0,1,0,0,0,0
49590,10,0,1,0,0,0,0
49593,11,0,1,0,0,0,0
49606,1,0,1,0,0,0,0
49607,10,0,1,0,0,0,0
49608,12,0,1,0,0,0,0
49609,12,0,1,0,0,0,0
49628,14,0,0.93,0,0,0.07,0
49632,17,0,1,0,0,0,0
49634,24,0,1,0,0,0,0
49636,5,0,1,0,0,0,0
49637,12,0,1,0,0,0,0
49660,19,0,1,0,0,0,0
49661,19,0,1,0,0,0,0
49662,10,0,1,0,0,0,0
49663,10,0,1,0,0,0,0
49690,3,0,1,0,0,0,0
49691,28,0,1,0.14,0,0,0
49692,15,0,1,0.07,0,0,0
49693,10,0,1,0.1,0,0,0
49694,13,0,1,0.08,0,0,0
49695,18,0,1,0.06,0,0,0
49696,2,0,1,0,0,0,0
49698,2,0,1,0,0,0,0
49699,2,0,1,0,0,0,0
49700,28,0,1,0,0,0,0
49701,28,0,1,0,0,0,0
49702,28,0,1,0,0,0,0
49704,6,0,1,0,0,0,0
49705,5,0,1,0,0,0,0
49710,4,0,1,0,0,0,0
49711,4,0,1,0,0,0,0
49712,4,0,1,0,0,0,0
49718,10,0,1,0,0,0,0
49719,10,0,1,0,0,0,0
49720,10,0,1,0,0,0,0
49747,4,0,1,0,0,0,0
49748,4,0,1,0,0,0,0
49749,14,0,1,0,0.07,0,0
49750,14,0,1,0,0,0,0
49751,14,0,1,0,0,0,0
49752,14,0,1,0,0,0,0
49753,6,0,1,0,0,0,0
49754,6,0,1,0,0,0,0
49755,4,0,1,0,0.25,0,0
49756,5,0,1,0,0,0,0
49757,1,0,0,0,0,0,1
49758,1,0,0,0,0,0,1
49759,1,0,0,0,0,0,1
49760,1,0,0,0,0,0,1
49761,1,0,0,0,0,0,1
49763,1,0,1,0,0,0,0
49765,6,0,0,0,0,0.17,0.83
49766,1,0,1,0,0,0,0
49768,1,0,0,0,0,1,0
49772,9,0,1,0,0,0,0
49773,1,0,1,0,0,0,0
49775,1,0,1,0,0,0,0
49788,1,0,1,0,0,0,0
49825,8,0,1,0,0,0,0
49827,7,0,1,0,0,0,0
49829,2,0,1,0,0,0,0
49830,2,0,1,0,0,0,0
49831,2,0,1,0,0,0,0
49832,9,0,1,0,0,0,0
49835,5,0,1,0,0,0,0
49836,5,0,1,0,0,0,0
49840,7,0,1,0,0,0,0
49841,9,0,1,0,0,0,0
49842,11,0,1,0,0,0,0
49843,5,0,1,0,0,0,0
49863,7,0,1,0,0,0,0
49864,6,0,1,0,0,0,0
49865,3,0,1,0,0,0,0
49866,9,0,1,0,0,0,0
49868,2,0,1,0,0,0,0
49869,2,0,1,0,0,0,0
49871,3,0,1,0,0,0,0
49877,5,0,1,0,0,0,0
49892,1,0,1,0,0,0,0
49895,2,1,0.5,1,1,1,1
49896,2,1,0.5,1,1,0,1
49897,2,1,0.5,1,1,0.5,1
49898,6,0.33,0.83,0.33,0.33,0.17,0.33
49936,3,0,1,0,0,0,0
49937,2,0,1,0,0,0,0
49938,4,0,1,0,0,0,0
49941,2,0,1,0,0,0,0
49959,5,0,1,0,0,0,0
49960,2,0,1,0,0,0,0
49969,1,0,1,0,0,0,0
49973,4,0,1,0,0,0,0
49988,2,0,0,0,1,0,0
49989,3,0.33,0.33,0,0.67,0,0
49990,4,0.25,0.25,0,0.5,0.25,0
49991,4,0.25,0,0,0.75,0,0
49992,4,0.25,0,0,0.75,0,0
49993,1,0,1,0,0,0,0
50006,7,0,1,0,0,0,0
50010,11,0,1,0,0,0,0
50015,1,0,1,0,0,0,0
50016,1,0,1,0,0,0,0
50020,7,0,1,0,0,0,0
50021,1,0,1,0,0,0,0
50025,5,0,1,0,0,0,0
50026,8,0,1,0,0,0,0
50027,3,0,1,0,0,0,0
50028,3,0,1,0,0,0,0
50029,5,0,1,0,0,0,0
50030,5,0,1,0,0,0,0
50031,1,0,1,0,0,0,0
50032,1,0,1,0,0,0,0
50035,2,0,1,0,0,0,0
50039,1,0,1,0,0,0,0
50040,1,0,1,0,0,0,0
50051,3,0,1,0,0,0,0
50052,3,0,1,0,0,0,0
50053,3,0,1,0,0,0,0
50054,3,0,1,0,0,0,0
50056,5,0,0.8,0,0,0.2,0
50057,4,0,1,0,0,0,0
50058,4,0,1,0,0,0,0
50059,4,0,1,0,0,0,0
50063,4,0,1,0,0,0,0
50064,4,0,1,0,0,0,0
50065,4,0,1,0,0,0,0
50066,8,0,1,0,0,0,0
50067,8,0,1,0,0,0,0
50068,9,0,1,0,0,0,0
50076,1,1,0,0,0,0,0
50077,5,0,1,0,0,0,0
50078,5,0,1,0,0,0,0
50079,5,0,1,0,0.2,0.2,0
50080,5,0,1,0,0.2,0.2,0
50081,2,0,1,0,0,0,0
50082,1,0,1,0,0,0,0
50084,7,0,1,0,0,0,0
50085,7,0.14,0.86,0,0,0,0
50102,3,0,1,0,0,0,0
50103,3,0,1,0,0,0,0
50114,3,0,1,0,0,0,0
50115,1,1,0,1,1,0,1
50116,1,1,0,1,1,0,1
50122,3,0,1,0,0,0,0
50129,1,0,1,0,0,0,0
50135,1,0,1,0,0,0,0
50136,2,0,1,0,0,0,0
50138,2,0,1,0,0,0,0
50142,2,0,1,0,0,0,0
50143,1,0,1,0,0,0,0
50150,2,0,1,0,0,0,0
50153,6,0,0,0,1,0,0
50154,7,0,0.14,0.43,0.86,0,0
50155,7,0,0.14,0.43,0.86,0,0
50156,6,0,0.33,0.5,1,0.33,0
50157,6,0,0.33,0,1,0.33,0
50158,6,0,0,0,1,0,0
50159,6,0,0,0,1,0,0
50160,6,0,0,0.5,1,0,0
50161,6,0,0,0.5,1,0,0
50162,6,0,0.33,0.5,1,0.33,0
50163,6,0,0.33,0,1,0.33,0
50164,6,0,0,0,1,0,0
50167,25,0.12,0.68,0,0.4,0.04,0
50168,12,0,0.08,0,0.83,0.08,0
50169,9,0.33,0,0,1,0.22,0
50170,9,0.67,0,0.22,1,0.22,0
50171,18,0.28,0.56,0.11,0.5,0.28,0
50172,10,0,0.2,0,0.8,0,0
50173,9,0,0.11,0,0.89,0,0
50174,8,0.5,0,0.25,1,0,0
50175,18,0.17,0.56,0.11,0.44,0.22,0
50176,9,0.33,0,0,1,0.33,0
50177,9,0.67,0,0,1,0.33,0
50178,12,0.25,0.5,0,0.75,0,0
50191,7,0,1,0,0,0,0
50214,3,0,1,0,0,0,0
50215,3,0,1,0,0,0,0
50216,3,0,1,0,0,0,0
50222,15,0.07,1,0,0.13,0,0
50223,15,0.07,1,0,0.13,0,0
50224,6,1,0,0,0.33,0.83,0
50225,16,0.38,0.88,0.06,0.19,0.31,0
50226,6,1,0,0,0,0.83,0
50227,13,0.46,0.69,0,0.15,0.38,0
50229,17,0.47,0.82,0,0.24,0.29,0
50230,16,0.38,0.88,0.06,0.31,0.31,0
50232,3,0,0.67,0,0,0.67,0
50233,4,0.25,0.75,0,0,0.5,0
50234,12,0.08,0.92,0,0,0,0
50236,1,1,0,0,0,0,0
50237,2,0.5,0,0,0,1,0
50248,11,0,1,0,0,0,0
50249,11,0,1,0,0,0,0
50250,13,0.46,0.69,0,0.15,0,0
50251,2,0,0,0,1,0,0
50253,15,0,0.93,0,0.13,0,0
50254,2,0,0,0,1,0,0
50257,5,0.4,1,0.2,0.4,0,0
50258,2,1,1,0,1,0.5,0
50259,2,1,1,0.5,1,0.5,0
50260,6,0,1,0,0,0,0
50262,3,0,1,0,0,0,0
50266,8,0,1,0,0,0,0
50273,15,0,1,0,0,0,0
50274,4,0,1,0,0,0,0
50281,6,0,0.83,0,0,0.17,0
50282,2,0,0,0,0.5,0.5,0
50286,5,0,1,0,0,0,0
50313,1,0,1,0,0,0,0
50314,1,0,1,0,0,0,0
50315,1,0,1,0,0,0,0
50343,6,0,1,0,0,0,0
50350,7,0,1,0,0,0,0
50351,7,0,1,0,0,0,0
50352,7,0,1,0,0,0,0
50353,3,0,1,0,0,0,0
50354,3,0,1,0,0,0,0
50355,3,0,1,0,0,0,0
50361,4,0,1,0,0,0,0
50362,4,0,1,0,0,0,0
50363,4,0,1,0,0,0,0
50369,1,0,1,0,0,0,0
50370,1,0,1,0,0,0,0
50371,2,0,1,0,0,0,0
50387,1,0,0,0,1,1,0
50389,1,0,0,0,1,1,0
50393,1,0,0,0,1,1,0
50397,2,0,1,0,0,0,0
50398,2,0,1,0,0,0,0
50399,1,0,0,0,1,0,0
50403,1,0,0,0,1,1,0
50420,1,0,1,0,0,0,0
50421,1,0,1,0,0,0,0
50425,2,0,1,0,0,0,0
50432,1,1,0,0,1,1,0
50433,1,1,0,0,1,1,0
50436,1,0,1,0,0,0,0
50471,12,0,1,0,0,0,0
50472,12,0,1,0,0,0,0
50473,4,0,1,0,0,0,0
50476,8,0,0,1,0,0,0
50477,8,1,0,1,1,0,0.75
50478,10,0.8,0.4,0.8,0.8,0,0.6
50479,10,0.8,0.4,0.8,0.8,0,0.6
50480,12,0.67,0.5,0.67,0.67,0.33,0.5
50481,27,0.3,0.89,0.3,0.3,0.15,0.26
50482,23,0.35,0.78,0.35,0.35,0,0.04
50483,23,0.35,0.78,0.35,0.35,0,0.04
50484,8,0.88,0,1,0.88,0,0.63
50485,8,0.88,0,1,0.88,0,0.63
50486,8,0.88,0,1,0.88,0,0.63
50487,12,0.58,0.67,0.67,0.58,0.17,0.42
50488,13,0.54,0.69,0.62,0.54,0.15,0.38
50489,15,0.47,0.67,0.53,0.47,0.13,0.33
50490,15,0.47,0.67,0.53,0.47,0.13,0
50491,34,0.21,0.85,0.24,0.21,0,0.09
50497,2,0,1,0,0,0,0
50498,2,0,1,0,0,0,0
50499,2,0,1,0,0,0,0
50500,13,0,1,0,0,0,0
50501,20,0,1,0,0,0,0
50503,1,1,0,0,1,0,1
50519,8,0,1,0,0,0,0
50520,8,0,1,0,0,0,0
50521,8,0,1,0,0,0,0
50522,8,0,1,0,0,0,0
50523,14,0,1,0,0,0,0
50524,14,0,1,0,0,0,0
50539,3,0,1,0,0,0,0
50540,2,0,1,0,0,0,0
50542,2,0.5,0,0,0.5,0.5,0.5
50544,1,0,1,0,0,0,0
50548,8,0,1,0,0,0,0
50550,19,0.05,0.95,0,0.05,0.05,0
50551,19,0.05,0.95,0.05,0.05,0.05,0.05
50552,2,1,0,0.5,1,1,0.5
50583,2,0,1,0,0,0,0
50588,2,0,1,0,0,0,0
50589,1,0,1,0,0,0,0
50590,14,0,1,0,0,0,0
50591,8,0,1,0,0,0,0
50592,8,0,1,0,0,0,0
50597,10,0,1,0,0,0,0
50600,10,0,1,0,0,0,0
50625,2,0,1,0,0,0,0
50626,2,0,1,0,0,0,0
50627,2,0,1,0,0,0,0
50628,2,0,1,0,0,0,0
50629,2,0,1,0,0,0,0
50630,2,0,1,0,0,0,0
50663,8,0,1,0,0,0,0
50667,9,0,1,0,0,0,0
50669,17,0,0.94,0,0,0,0.06
50670,8,0,1,0,0,0,0
50671,8,0,1,0,0,0,0
50675,20,0,1,0,0,0,0
50676,5,0,0.6,0.4,0,0,0.4
50677,5,0,0.6,0.4,0,0,0.4
50679,1,0,0,0,0,0,1
50680,2,0,0,1,0,0,1
50681,2,0,0,1,0,0,1
50683,11,0,1,0,0,0.18,0
50684,11,0,1,0,0,0.18,0
50685,11,0,1,0,0,0.18,0
50686,11,0,1,0,0,0.18,0
50694,6,0,1,0,0,0,0
50695,6,0,1,0,0,0,0
50696,5,0,1,0,0,0,0
50702,16,0,1,0,0,0,0
50703,6,0,1,0,0,0,0
50705,16,0,1,0,0,0,0
50706,14,0,1,0,0,0,0
50707,13,0,1,0,0,0,0
50712,4,0,1,0,0,0,0
50713,5,0,1,0,0,0,0
50714,6,0,0,0,1,1,0
50715,11,0,0.45,0,0.55,0.55,0
50716,20,0,0.75,0,0.3,0.3,0
50717,6,0,0,0,1,1,0
50718,10,0,0.4,0,0.6,0.6,0
50719,6,0,0,0,1,1,0
50720,8,0,0.38,0,0.75,0.75,0
50721,6,0,0,0,1,1,0
50725,3,0,1,0,0,0,0
50734,6,0,1,0,0,0,0
50735,6,0,1,0,0,0,0
50738,15,0,1,0,0,0,0
50739,15,0,1,0,0,0,0
50752,1,0,0,0,0,1,0
50756,1,0,1,0,0,0,0
50757,14,0.14,0.86,0.14,0.14,0.14,0.14
50758,9,0.22,0.89,0.22,0.22,0.22,0.22
50759,2,1,0,1,1,1,1
50760,4,0.5,0.75,0.5,0.5,0.5,0.5
50762,3,0,1,0,0,0,0
50769,1,0,1,0,0,0,0
50770,1,0,1,0,0,0,0
50789,1,1,0,0,0,0,0
50792,4,1,0,0,0.75,0,0
50793,3,1,0,1,1,0,0
50794,2,1,0,0.5,1,0,0
50795,2,1,0,0.5,1,0,0
50796,2,1,0,0.5,1,0,0
50806,2,0.5,0,1,0,0,0
50807,2,0,0,1,0,0,0
50808,2,0.5,0,1,0,0,0
50809,2,0,0,1,0,0,0
50818,1,0,1,0,0,0,0
50821,4,0,1,0,0,0,0
50829,2,0,1,0,0,0,0
50831,1,0,0,1,0,0,0
50833,1,0,1,0,0,0,0
50834,1,0,0,1,0,0,0
50836,2,0,1,0,0,0,0
50841,1,0,1,0,0,0,0
50845,2,0,1,0,0,0,0
50847,2,0,0,0,0,1,0
50848,5,0,1,0,0,0.4,0
50849,4,0,0.75,0,0,0.5,0
50850,3,0,0.67,0,0,0.67,0
50852,1,0,0,0,1,0,0
50853,7,0,0.86,0,0.14,0,0
50854,1,0,1,0,0,0,0
50858,4,0,1,0,0,0,0
50859,2,0,1,0,0,0,0
50887,3,0,1,0,0,0,0
50905,17,0,1,0,0,0,0
50906,1,0,1,0,0,0,0
50910,4,0,1,0,0,0,0
50913,8,0,1,0,0,0,0
50914,8,0,1,0,0,0,0
50920,1,0,1,0,0,0,0
50921,1,0,1,0,0,0,0
50922,1,0,1,0,0,0,0
50923,2,0,1,0,0,0,0
50924,2,0,1,0,0,0,0
50943,1,0,0,1,1,0,0
50945,1,0,0,1,1,0,0
50947,6,0,1,0,0,0,0
50948,6,0,1,0,0,0,0
50949,11,0,1,0,0,0,0
50979,13,0,1,0,0,0,0
50987,5,0,1,0,0,0,0
50991,4,0,0,0,0,1,0
50993,10,0,1,0,0,0,0
50994,10,0,1,0,0,0,0
50996,4,0,0,0,0,1,0
50997,15,0,0.87,0,0,0.27,0
50998,4,0,0,0,0,1,0
51000,2,0,0,0,1,0,0
51001,2,0,0,0,1,0,0
51007,2,0,0,0,1,0,0
51008,13,0,0.85,0,0.15,0,0
51024,4,0,1,0,0,0,0
51025,4,0,1,0,0,0,0
51026,4,0,1,0,0,0,0
51036,13,0,1,0,0,0,0
51037,2,0,1,0,0,0,0
51038,2,0,1,0,0,0,0
51039,6,0,0.33,0,0,0.67,0
51040,4,0,0,0,0,1,0
51041,4,0,0,0,0,1,0
51042,4,0,0,0,0,1,0
51043,4,0,0,0,0,1,0
51044,13,0,0.77,0,0,0.31,0
51045,16,0,0.81,0,0,0.25,0
51048,12,0,1,0,0,0,0
51049,6,0,1,0,0,0,0
51050,6,0,1,0,0,0,0
51051,3,0,1,0,0,0,0
51053,1,0,1,0,0,0,0
51054,24,0,0.75,0,0,0.29,0
51055,18,0,0.61,0,0,0.39,0
51056,13,0,0.46,0,0,0.54,0
51057,13,0,0.54,0,0,0.54,0
51062,12,0,1,0,0,0,0
51076,2,0,1,0,0,0,0
51077,5,0,1,0,0,0,0
51082,21,0,1,0,0,0,0
51083,10,0,1,0,0,0,0
51087,2,0,1,0,0,0,0
51088,3,0,1,0,0,0,0
51095,3,0,1,0,0,0,0
51098,6,0,1,0,0,0,0
51099,1,0,1,0,0,0,0
51100,1,0,1,0,0,0,0
51101,1,0,1,0,0,0,0
51111,4,0,1,0,0,0,0
51112,4,0,1,0,0,0,0
51115,4,0,1,0,0,0,0
51168,1,1,0,0,0,0,0
51185,1,0,1,0,0,0,0
51192,1,1,0,0,0,0,0
51198,1,1,0,0,0,0,0
51202,1,1,0,0,0,0,0
51210,2,0,1,0,0,0,0
51212,1,0,1,0,0,0,0
51232,4,0,1,0,0,0,0
51233,3,0,1,0,0,0,0
51234,3,0,1,0,0,0,0
51241,1,0,0,0,1,0,0
51253,1,0,0,0,1,0,0
51255,1,0,1,0,0,0,0
51256,1,0,1,0,0,0,0
51259,1,0,1,0,0,0,0
51260,1,0,1,0,0,0,0
51264,11,0,0.91,0,0,0,0.09
51266,1,0,0,0,0,0,1
51270,3,0,1,0,0,0,0
51271,3,0,1,0,0,0,0
51273,1,0,1,0,0,0,0
51274,1,0,1,0,0,0,0
51280,4,0,1,0,0,0,0
51281,4,0,1,0,0,0,0
51282,4,0,1,0,0,0,0
51288,4,0,1,0,0,0,0
51297,1,0,1,0,0,0,0
51298,1,0,1,0,0,0,0
51299,1,0,1,0,0,0,0
51300,1,0,1,0,0,0,0
51317,1,0,1,0,0,0,0
51318,1,0,1,0,0,0,0
51326,1,0,1,0,0,0,0
51331,1,0,1,0,0,0,0
51342,3,0,1,0,0,0,0
51343,2,0,1,0,0,0,0
51346,3,0,1,0,0,0,0
51353,1,0,1,0,0,0,0
51362,2,0,1,0,0,0,0
51415,2,0,1,0,0,0,0
51417,2,0,1,0,0,0,0
51418,5,0,0.6,0,0,0,0.6
51419,1,1,0,0,0,0,0
51420,2,1,0,0,0,0,0
51421,1,1,0,0,0,0,0
51428,2,0,1,0,0,0,0
51429,1,0,1,0,0,0,0
51430,1,0,1,0,0,0,0
51431,2,0,0,0,0,1,0
51433,2,0,0,0,0,1,0
51435,2,0,0,0,0,1,0
51437,3,0,0,0,0,1,0
51439,3,0,0,0,0,1,0
51441,3,0,0,0,0,1,0
51449,3,0,0,0,0,1,0
51451,1,0,0,0,0,0,1
51452,1,0,0,0,0,0,1
51453,1,0,1,0,0,0,1
51454,1,0,1,0,0,0,0
51455,1,0,1,0,0,0,0
51484,1,0,1,0,0,0,0
51485,4,0.75,0.25,0,0,0,0
51488,2,0,1,0,0,0,0
51492,3,0,1,0,0,0,0
51495,2,0,1,0,0,0,0
51496,3,0,1,0,0,0,0
51508,1,0,1,0,0,0,0
51510,1,0,1,0,0,0,0
51525,2,0,1,0,0,0,0
51526,2,0,1,0,0,0,0
51527,2,0,1,0,0,0,0
51529,4,0,1,0,0,0,0
51532,1,0,1,0,0,0,0
51533,2,1,1,1,1,1,1
51534,2,1,1,1,1,1,1
51535,4,0.5,1,0.5,0.5,0.5,0.5
51536,4,0.5,1,0.5,0.5,0.5,0.5
51547,1,1,0,0,0,0,1
51551,1,1,0,0,0,0,1
51608,1,0,1,0,0,0,0
51609,1,0,1,0,0,0,0
51612,1,0,1,0,0,0,0
51613,1,0,1,0,0,0,0
51618,1,1,0,0,1,0,0
51619,1,1,0,0,1,0,0
51620,1,0,1,0,0,1,0
51621,1,0,1,0,0,1,0
51638,2,0,1,0,0,0,0
51641,4,0,1,0,0,0,0
51642,3,0,1,0,0,0,0
51643,1,1,0,0,0,0,0
51644,1,1,0,0,0,0,0
51646,3,1,0,0,0,0,0
51647,3,1,0,0,0,0,0
51649,2,1,0,0,0,0,0
51650,2,1,0,0,0,0,0
51651,4,1,0,0,0,0,0
51673,2,0,1,0,0,0,0
51674,2,0,1,0,0,0,0
51682,2,0,1,0,0,0,0
51683,2,0,1,0,0,0,0
51690,3,0,1,0,0,0,0
51696,4,0,1,0,0,0,0
51714,1,1,0,1,0,1,1
51715,1,1,0,1,0,1,1
51719,1,1,0,0,0,0,0
51721,1,1,0,0,0,0,0
51722,1,0,1,0,0,0,0
51729,1,0,1,0,0,0,0
51730,1,0,1,0,0,0,0
51731,1,0,1,0,0,0,0
51732,3,0,1,0,0,0,0
51734,5,1,0.6,0,0.2,0.8,0
51735,2,1,0,0,0,0.5,0
51736,1,1,1,0,0,1,0
51737,1,1,1,0,0,1,0
51738,3,0.33,0.67,0,0,0.33,0
51744,3,0.67,0.67,0,0.33,0,0
51757,12,0,1,0,0,0,0
51761,5,0,1,0,0,0,0
51762,5,0,1,0,0,0,0
51774,4,0,1,0,0,0,0
51775,4,0,1,0,0,0,0
51776,4,0,1,0,0,0,0
51777,4,0,1,0,0,0,0
51783,1,0,1,0,0,0,0
51784,2,0.5,0.5,0,0.5,0,0
