,,Detection Recall,,,,,
51785,13,0.08,0.92,0,0.08,0,0
51792,2,0,0,0,1,1,0
51793,6,0,0.83,0,0.33,0.33,0
51794,2,0,0,0,1,1,0
51795,6,0,0.83,0,0.33,0.33,0
51804,6,0,1,0,0,0,0
51805,6,0,1,0,0,0,0
51829,5,0.8,0.4,0,0,0,0.2
51830,2,0,1,0,0,0,0
51834,1,1,0,0,0,0,0
51835,1,1,0,0,0,0,0
51836,1,1,0,0,0,0,0
51837,3,0.33,1,0,0,0,0.33
51838,2,0,1,0,0,0,0
51868,1,0,0,0,1,1,0
51870,1,0,0,0,1,1,0
51880,4,0,1,0,0,0,0
51881,4,0,1,0,0,0,0
51882,1,0,1,0,0,0,0
51886,2,0,1,0,0,0,0
51888,19,0,1,0,0,0,0
51896,1,0,0,0,0,1,0
51898,3,0,0.67,0,0,0.33,0
51904,6,0,1,0,0,0,0
51907,6,0,1,0,0,0,0
51916,9,0,1,0,0,0,0
51917,4,0,1,0,0,0,0
51920,16,0,1,0,0,0,0
51922,8,0,1,0,0,0,0
51923,8,0,1,0,0,0,0
51924,1,0,1,0,0,0,0
51925,1,0,1,0,0,0,0
51936,4,0,1,0,0,0,0
51937,4,0,1,0,0,0,0
51943,3,0,0,0,0,1,0
51947,3,0,0,0,0,1,0
51950,5,0,1,0,0,0,0
51969,4,0,1,0,0,0,0
51970,1,0,1,0,0,0,0
51971,1,0,1,0,0,0,0
51972,1,0,1,0,0,0,0
51977,1,0,1,0,0,0,0
51989,2,0,1,0,0,0,0
51993,1,0,1,0,0,0,0
51994,1,0,1,0,0,0,0
51997,2,0,1,0,0,0,0
52007,2,0,0,0,1,0,0
52008,1,0,0,0,1,0,0
52009,1,0,0,0,1,0,0
52016,1,0,1,0,0,0,0
52017,1,0,1,0,0,0,0
52033,3,0,0,0,0,1,0
52058,3,0,1,0,0,0,0
52059,3,0,1,0,0,0,0
52062,1,0,1,0,0,0,0
52064,2,0,1,0,0,0,0
52073,3,0,1,0,0,0,0
52084,1,0,1,0,0,0,0
52085,1,0,1,0,0,0,0
52086,1,0,1,0,0,0,0
52088,1,0,1,0,0,0,0
52089,2,0,1,0,0,0,0
52090,2,0,1,0,0,0,0
52091,2,0,1,0,0,0,0
52095,1,0,1,0,0,0,0
52096,4,0,1,0,0,0,0
52097,3,0,1,0,0,0,0
52111,2,0,1,0,0,0,0
52113,2,0,1,0,0,0,0
52118,1,0,1,0,0,0,0
52133,1,0,1,0,0,1,0
52134,1,0,1,0,0,1,0
52139,1,0,1,0,0,0,0
52175,1,0,1,0,0,0,0
52178,3,0,1,0,0,0,0
52179,1,0,1,0,0,0,0
52180,1,0,1,0,0,0,0
52186,1,0,1,0,0,0,0
52188,4,0,1,0,0,0,0
52198,1,0,1,0,0,0,0
52200,1,0,1,0,0,0,0
52203,3,0,1,0,0,0,0
52205,2,0,1,0,0,0,0
52210,1,0,1,0,0,0,0
52211,2,0,1,0,0,0,0
52217,5,0,1,0,0,0,0
52224,1,0,1,0,0,0,0
52230,7,0,1,0,0,0,0
52232,1,0,1,0,0,0,0
52241,1,0,1,0,0,0,0
52242,1,0,1,0,0,0,0
52246,2,0,1,0,0,0,0
52253,6,0,1,0,0,0,0
52295,2,0,1,0,0,0,0
52296,2,0,1,0,0,0,0
52298,3,0,1,0,0,0,0
52337,1,0,1,0,0,0,0
52354,1,0,1,0,0,0,0
52356,4,0.25,0.75,0,0,0,0
52357,1,0,1,0,0,0,0
52360,1,0,1,0,0,0,0
52370,1,0,1,0,0,0,0
52386,9,0,0,0,0,1,0
52387,8,0,0,0,0,1,0
52392,1,0,0,0,0,1,0
52393,1,0,0,0,0,1,0
52394,2,0,0,0,0,1,0
52395,3,0,1,0,0,0,0
52396,12,0,0.25,0,0,0.75,0
52403,2,0,0,1,1,1,0.5
52404,2,0,0,1,1,1,0
52405,2,0,0,1,1,1,0.5
52406,2,0,0,1,1,1,0
52407,6,0.33,0.83,0.33,0,0.33,0
52408,2,1,1,1,1,1,0
52409,6,0.33,0.83,0.33,0,0.33,0
52410,2,1,1,1,1,1,0
52411,3,0,1,0,0,0,0
52413,2,1,0,1,0,1,0
52414,2,1,1,1,1,1,0
52418,2,0,1,0,0,0,0
52419,2,0,1,0,0,0,0
52420,1,1,0,0,0,0,0
52421,3,0,1,0,0,0,0
52423,1,0,1,0,0,0,0
52426,4,0,1,0,0,0,0
52429,3,0,1,0,0,0,0
52438,2,0,0.5,0,1,0,0
52439,4,0,0.5,0,0.5,0,0
52440,2,0.5,0.5,0.5,1,0.5,0
52441,6,0,0.67,0,0.5,0,0
52442,3,0.33,0.33,0.33,1,0.33,0
52449,3,0,1,0,0,0,0
52450,3,0,1,0,0,0,0
52453,2,0,1,0,0,0,0
52486,1,0,1,0,0,0,0
52490,3,0,1,0,0,0,0
52492,3,0,1,0,0,0,0
52514,1,0,1,0,0,0,0
52517,1,0,1,0,0,0,0
52518,1,0,1,0,0,0,0
52519,1,0,1,0,0,0,0
52531,1,0,1,0,0,0,0
52532,1,0,1,0,0,0,0
52533,1,0,1,0,0,0,0
52546,1,0,1,0,0,0,0
52550,6,0,0,0,0,1,0
52551,6,0,0,0,0,1,0
52552,6,0,0,0,0,1,0
52553,6,0,0,0,0,1,0
52554,6,0,0,0,0,1,0
52566,5,0,0.2,0,1,0.2,0.2
52567,9,0,0.78,0,0.56,0.11,0.11
52568,12,0,0.75,0,0.42,0,0.08
52569,9,0,0.67,0,0.56,0,0.11
52570,6,0,0,0,1,1,0
52571,6,0,0,0,1,1,0
52572,6,0,0.17,0,1,1,0
52573,11,0.18,0.55,0.18,0.82,0.64,0.18
52574,9,0.22,0,0.22,1,0.67,0.22
52575,8,0,0.38,0,0.75,0.75,0
52576,6,0,0,0,1,1,0
52577,9,0,0.11,0,0.89,0.67,0.11
52578,10,0.2,0.6,0.2,0.8,0.7,0.2
52579,8,0.25,0,0.25,1,0.75,0.25
52580,14,0,0.29,0,0.71,0.71,0
52581,10,0,0.1,0,1,1,0
52582,14,0.07,0.36,0.07,0.86,0.79,0.14
52583,12,0,0.33,0,0.83,0.83,0.17
52584,16,0,0.31,0,0.69,0.63,0.06
52585,18,0.06,0.5,0.06,0.61,0.61,0.11
52586,2,1,0,0,0,0,0
52589,1,1,0,0,0,0,0
52590,8,0.13,0.88,0,0,0,0
52591,9,0,1,0,0,0,0
52599,2,0,1,0,0,0,0
52600,5,0.2,0,0,0.8,0,0
52601,4,0,0,0,1,0,0
52602,1,1,0,0,0,0,0
52603,2,0,1,0,0,0,0
52607,4,0,1,0,0,0,0
52608,6,0.33,0.67,0,0,0.33,0
52609,6,0.33,0.67,0,0,0.33,0
52610,2,1,0,0,0,1,0
52611,2,1,0,0,0,1,0
52619,1,0,0,0,0,1,0
52620,1,0,0,0,0,1,0
52624,7,0,1,0,0,0,0
52625,7,0,1,0,0,0,0
52630,5,0,0,0,0,1,0
52631,5,0,0,0,0,1,0
52632,5,0,0,0,0,1,0
52633,5,0,0,0,0,1,0
52634,5,0,0,0,0,1,0
52635,5,0,0,0,0,1,0
52639,1,0,1,0,0,0,0
52643,14,0,1,0,0,0,0
52644,5,0,1,0,0,0,0
52647,6,0,1,0,0,0,0
52648,7,0,1,0,0,0,0
52649,7,0,1,0,0,0,0
52651,10,0,1,0,0,0,0
52652,10,0,1,0,0,0,0
52653,11,0,1,0,0,0,0
52654,10,0,1,0,0,0,0
52655,5,0,1,0,0,0,0
52659,2,0,1,0,0,0,0
52660,6,0,1,0,0,0,0
52661,6,0,1,0,0,0,0
52662,6,0,1,0,0,0,0
52670,2,0,1,0,0,0,0
52671,2,0,1,0,0,0,0
52676,6,0,1,0,0,0,0
52678,1,0,1,0,0,0,0
52679,1,0,1,0,0,0,0
52682,3,0,1,0,0,0,0
52683,1,0,1,0,0,0,0
52688,10,0,1,0,0,0,0
52689,10,0,1,0,0,0,0
52694,12,0,1,0,0,0,0
52695,12,0,1,0,0,0,0
52696,12,0,1,0,0,0,0
52697,20,0,1,0,0,0,0
52698,15,0,1,0,0,0,0
52699,8,0,1,0,0,0,0
52700,8,0,1,0,0,0,0
52701,8,0,1,0,0,0,0
52702,8,0,1,0,0,0,0
52705,10,0,1,0,0,0,0
52706,15,0,1,0,0,0,0
52707,8,0,1,0,0,0,0
52708,8,0,1,0,0,0,0
52709,8,0,1,0,0,0,0
52710,11,0,1,0,0,0,0
52711,14,0,1,0,0,0,0
52712,23,0,1,0,0,0,0
52713,6,0,1,0,0,0,0
52714,8,0,1,0,0,0,0
52715,8,0,1,0,0,0,0
52716,8,0,1,0,0,0,0
52717,8,0,1,0,0,0,0
52718,4,0,1,0,0,0,0
52720,10,0,1,0,0,0,0
52721,2,0,1,0,0,0,0
52737,7,0,1,0,0,0,0
52739,17,0,1,0,0,0,0
52740,5,0,1,0,0,0,0
52750,5,0.8,0.2,0,0,0,0
52751,21,0.24,0.95,0.19,0,0,0
52752,24,0.29,0.88,0.17,0,0,0.13
52753,9,0.89,0,0.44,0,0,0
52754,13,0.69,0.85,0.31,0,0,0.23
52755,11,0.82,0.45,0,0,0,0.27
52756,25,0.36,0.84,0,0,0,0.12
52757,12,0,1,0,0,0,0
52758,25,0.28,0.88,0.16,0,0,0
52759,28,0.32,0.86,0.18,0,0,0
52760,10,0.4,0.7,0,0,0,0.1
52761,6,1,0,0,0,0,0.17
52765,12,0,1,0,0,0,0
52766,12,0,1,0,0,0,0
52768,6,0,1,0,0,0,0
52773,28,0,1,0,0,0,0
52774,14,0,1,0,0,0,0
52781,4,0,1,0,0,0,0
52783,1,0,1,0,0,0,0
52784,2,0.5,0.5,0,0,0,0
52785,1,1,0,0,0,0,0
52786,14,0,1,0,0,0,0
52787,4,0,1,0,0,0,0
52793,2,0,1,0,0,0,0
52810,10,0,1,0,0,0,0
52813,4,0,1,0,0,0,0
52814,3,0,1,0,0,0,0
52815,3,0,1,0,0,0,0
52816,6,0,1,0,0,0,0
52817,6,0,1,0,0,0,0
52819,1,0,1,0,0,0,0
52820,3,0,1,0,0,0,0
52821,3,0,1,0,0,0,0
52822,1,0,1,0,0,0,0
52823,11,0,1,0,0,0,0
52824,11,0,1,0,0,0,0
52826,1,0,1,0,0,0,0
52827,1,0,1,0,0,0,0
52829,1,0,1,0,0,0,0
52831,7,0,1,0,0,0,0
52836,1,0,1,0,0,0,0
52837,1,0,1,0,0,0,0
52845,3,1,0,1,1,1,0
52846,10,0.3,0.5,0.3,0.3,0.3,0.5
52847,6,0.5,0,0.5,0.5,0.5,0.83
52848,5,0,0,0,0,0,1
52849,5,0,0,0,0,0,1
52850,5,0,0,0,0,0,1
52852,28,0.07,1,0,0,0,0
52853,27,0.07,1,0,0,0.04,0
52859,2,0,1,0,0,0,0
52862,7,0,1,0,0,0,0
52867,17,0,1,0,0,0,0
52871,10,0,1,0,0,0,0
52880,6,0,1,0,0,0,0
52881,6,0,1,0,0,0,0
52885,15,0,1,0,0,0,0
52886,24,0,1,0,0,0,0
52887,1,0,1,0,0,0,0
52888,1,0,1,0,0,0,0
52889,1,0,1,0,0,0,0
52890,1,0,1,0,0,0,0
52891,1,0,1,0,0,0,0
52892,1,0,1,0,0,0,0
52905,2,0,1,0,0,0,0
52906,1,0,1,0,0,0,0
52908,3,1,0,1,1,1,0
52909,10,0.3,0.5,0.3,0.3,0.3,0.5
52910,6,0.5,0,0.5,0.5,0.5,0.83
52911,5,0,0,0,0,0,1
52912,5,0,0,0,0,0,1
52913,5,0,0,0,0,0,1
52917,15,0.13,1,0,0,0,0
52918,14,0.14,1,0,0,0.07,0
52933,9,0,1,0,0,0,0
52934,9,0,1,0,0,0,0
52935,9,0,1,0,0,0,0
52937,9,0,1,0,0,0,0
52938,9,0,1,0,0,0,0
52939,9,0,1,0,0,0,0
52940,9,0,1,0,0,0,0
52941,9,0,1,0,0,0,0
52942,9,0,1,0,0,0,0
52943,9,0,1,0,0,0,0
52944,9,0,1,0,0,0,0
52945,9,0,1,0,0,0,0
52955,29,0,1,0,0,0,0
52956,28,0,1,0,0,0,0
52965,3,0,1,0,0,0,0
52966,3,0,1,0,0,0,0
52967,2,0,1,0,0,0,0
52978,1,0,1,0,0,0,0
52979,4,0,1,0,0,0,0
52981,1,0,1,0,0,0,0
52983,2,1,0,0,0,0,0
52984,2,1,0,0,0,0,0
52985,5,0.4,0.8,0,0,0,0
52986,4,0,1,0,0,0,0
52987,1,0,1,0,0,0,0
52992,3,1,0,0,0,0,0
52993,6,0.5,0.67,0,0,0,0
52994,4,0,1,0,0,0,0
52995,2,0,1,0,0,0,0
52996,5,0,1,0,0,0,0
53011,1,0,1,0,0,0,0
53012,2,0,1,0,0,0,0
53019,1,0,1,0,0,0,0
53038,1,0,0,0,0,0,1
53042,1,0,0,0,0,0,1
53052,1,0,1,0,0,0,0
53053,1,0,1,0,0,0,0
53058,2,0,1,0,0,0,0
53065,1,0,1,0,0,0,0
53066,1,0,1,0,0,0,0
53069,2,0,1,0,0,0,0
53074,4,1,0.75,0,1,1,0
53075,4,1,0.75,0,1,1,0
53076,4,1,0.75,0,1,1,0
53077,4,1,0.75,0,1,1,0
53078,4,1,1,0,1,1,0
53079,4,1,1,0,1,1,0
53080,4,1,1,0,1,1,0
53081,4,1,0,0,1,1,0
53086,1,0,0,1,0,0,0
53087,1,0,0,1,0,0,0
53093,10,0,1,0,0,0,0
53100,2,0,1,0,0,0,0
53107,9,0,1,0,0,0,0
53117,4,0,1,0,0,0,0
53124,9,0,1,0,0,0,0
53125,5,0,1,0,0,0,0
53127,15,0,1,0,0,0,0
53128,8,0,1,0,0,0,0
53129,8,0,1,0,0,0,0
53130,12,0,1,0,0,0,0
53131,14,0,1,0,0,0,0
53136,8,0,1,0,0,0,0
53142,24,0.04,0.96,0,0,0,0
53143,1,0,1,0,0,0,0
53144,1,0,1,0,0,0,0
53145,1,0,1,0,0,0,0
53147,3,0,1,0,0,0,0
53148,3,0,1,0,0,0,0
53149,3,0,1,0,0,0,0
53150,2,0,1,0,0,0,0
53157,1,1,0,0,0,0,0
53161,2,0,1,0,0,0,0
53162,4,0,1,0,0,0,0
53163,2,0,1,0,0,0,0
53167,2,0,1,0,0,0,0
53179,4,0,1,0,0,0,0
53180,4,0,1,0,0,0,0
53187,3,0,1,0,0,0,0
53191,3,0,1,0,0,0,0
53192,3,0,1,0,0,0,0
53193,3,0,1,0,0,0,0
53196,1,0,1,0,0,0,0
53197,1,0,1,0,0,0,0
53207,1,0,1,0,0,0,0
53209,1,0,1,0,0,0,0
53212,4,0,1,0,0,0,0
53213,4,0,1,0,0,0,0
53214,12,0,1,0,0,0,0
53221,1,0,0,0,1,0,0
53222,1,0,0,0,1,0,0
53224,7,0,1,0,0,0,0
53226,7,0,1,0,0,0,0
53229,1,0,1,0,0,0,0
53231,2,0,1,0,0,0,0
53241,2,0,1,0,0,0,0
53242,2,0,1,0,0,0,0
53247,4,0,1,0,0,0,0
53257,4,0,1,0,0,0,0
53258,4,0,1,0,0,0,0
53259,4,0,1,0,0,0,0
53260,4,0,1,0,0,0,0
53261,1,0,1,0,0,0,0
53263,1,0,1,0,0,0,0
53267,1,0,1,0,0,0,0
53268,10,0,1,0,0,0,0
53269,10,0,1,0,0,0,0
53270,6,0,1,0,0,0,0
53271,8,0,1,0,0,0,0
53272,1,0,1,0,0,0,0
53273,9,0,1,0,0,0,0
53278,1,0,1,0,0,0,0
53279,1,1,0,1,0,0,1
53280,4,0.25,0.75,0.25,0.25,0.25,0.25
53281,1,1,0,0,1,1,0
53282,2,0,0,0,0,0,1
53283,2,0,0,0,0,0,1
53284,2,0,0,0,0,0,1
53286,3,0.33,0.67,0.33,0,0.33,0.33
53294,3,0,1,0,0,0,0
53297,16,0,1,0,0,0,0
53301,2,0,1,0,0,0,0
53302,9,0,1,0,0,0,0
53303,7,0,1,0,0,0,0
53308,2,0,0,1,0,0,0.5
53309,2,0,0,1,0,0,0.5
53310,4,0,0.5,0.5,0,0,0.5
53311,4,0,0.5,0.5,0,0,0
53330,3,0,0,0,0,0,1
53331,3,0,0,0,0,0,1
53333,2,0.5,0.5,0.5,0,0.5,0.5
53334,11,0,1,0,0,0,0
53345,15,0.2,0.8,0.13,0.13,0.13,0.13
53346,1,0,1,0,0,0,0
53347,1,0,1,0,0,0,0
53349,4,0,1,0,0,0,0
53351,1,0,1,0,0,0,0
53352,1,0,1,0,0,0,0
53353,1,0,1,0,0,0,0
53355,5,0,1,0,0,0,0
53356,5,0,1,0,0,0,0
53357,13,0,1,0,0,0,0
53358,13,0,1,0,0,0,0
53359,17,0,1,0,0,0,0
53367,20,0,1,0,0,0,0
53370,1,0,1,0,0,0,0
53373,1,0,0,0,0,0,1
53383,1,0,0,0,0,0,1
53410,2,0,1,0,0,0,0
53411,13,0,1,0,0,0,0
53412,13,0,1,0,0,0,0
53413,1,1,0,0,0,0,0
53414,5,0,1,0,0,0,0
53415,5,0,1,0,0,0,0
53416,1,1,0,0,0,0,0
53424,12,0,1,0,0,0,0
53425,23,0.04,0.96,0,0,0,0
53426,1,1,0,0,0,0,0
53427,13,0.08,0.92,0,0,0,0
53428,24,0,1,0,0,0,0
53429,23,0,1,0,0,0,0
53430,23,0,1,0,0,0,0
53431,2,0,1,0,0,0,0
53434,12,0,1,0,0,0,0
53439,2,0,0,0,0,0,1
53440,2,0,0,0,0,0,1
53442,6,0,1,0,0,0,0
53443,6,0,1,0,0,0,0
53444,12,0,1,0,0,0,0
53448,13,0,1,0,0,0,0
53451,5,0,1,0,0,0,0
53452,17,0,1,0,0,0,0
53453,12,0,1,0,0,0,0
53463,3,0,1,0,0,0,0
53464,3,0,1,0,0,0,0
53467,10,0,1,0,0,0,0
53468,10,0,1,0,0,0,0
53472,25,0,1,0,0,0,0
53476,9,0,1,0,0,0,0
53477,9,0,1,0,0,0,0
53478,15,0,1,0,0,0,0
53482,11,0,1,0,0,0,0
53483,15,0,1,0,0,0,0
53484,15,0,1,0,0,0,0
53485,15,0,1,0,0,0,0
53505,5,0,1,0,0,0,0
53506,2,0,1,0,0,0,0
53507,2,0,1,0,0,0,0
53508,5,0,1,0,0,0,0
53509,18,0,1,0,0,0,0
53510,3,1,0,0,0,0,0
53514,11,0,1,0,0,0,0
53515,11,0,1,0,0,0,0
53521,15,0,1,0,0,0,0
53526,2,0,0,0,0,0,1
53527,2,0,0,0,0,0,1
53544,14,0,1,0,0,0,0
53545,14,0,1,0,0,0,0
53548,6,0,1,0,0,0,0
53551,6,0,1,0,0,0,0
53552,11,0,1,0,0,0,0
53553,10,0,1,0,0,0,0
53554,10,0,1,0,0,0,0
53559,8,0,1,0,0,0,0
53565,1,0,1,0,0,0,0
53566,4,0,1,0,0,0,0
53567,4,0,1,0,0,0,0
53569,1,0,1,0,0,0,0
53580,7,0,0.14,0,0.86,0,0
53581,9,0.67,0.33,0,0.67,0,0
53582,6,1,0,0,1,0,0
53583,6,1,0,0,1,0,0
53584,6,1,0,0,1,0,0
53585,6,1,0,0,1,0.17,0
53586,6,1,0,0,1,0,0
53587,6,1,0,0,1,0,0
53588,12,0.58,0.33,0,0.67,0,0
53589,8,0.88,0,0,1,0,0
53590,8,0.88,0,0,1,0,0
53591,8,0.88,0,0,1,0,0
53592,8,0.88,0,0,1,0.13,0
53593,9,0.78,0.11,0,0.89,0,0
53640,7,0,0,0,0,1,0
53641,1,0,1,0,0,0,0
53642,5,0,0.8,0,0.4,0,0
53643,4,0.25,0.75,0.25,0.5,0,0.5
53644,4,0,1,0,0,0,0
53645,3,0,1,0,0,0,0.67
53646,2,0,0,0,1,0,0
53647,5,0.2,1,0.2,0.4,0,0.4
53650,2,0,1,0,0,0,0
53653,4,1,0,0,1,1,0
53654,4,1,0,0,1,1,0
53655,4,1,0,0,1,1,0
53656,4,1,0,0,1,1,0
53657,4,1,0,0,1,1,0
53658,4,1,0,0,1,1,0
53659,4,1,0,0,1,1,0
53660,4,1,0,0,1,1,0
53672,1,0,1,0,0,0,0
53673,1,0,1,0,0,0,0
53680,4,1,0,0.75,0.5,1,0.5
53681,5,0.8,0.6,0.6,0.4,0.8,0.6
53682,4,0.5,0,0.75,0,1,0.5
53683,4,0.5,0,0.75,0,1,0.5
53684,5,0.4,0.4,0,0.4,0.8,0
53685,6,0.33,0.5,0.67,0.33,0.67,0.17
53687,2,0,1,0,0,0,0
53689,2,0,1,0,0,0,0
53694,7,0.43,0.71,0.43,0.57,0.14,0.43
53695,9,0.56,0.56,0.33,0.44,0,0.33
53696,6,0.83,0,0.5,0.67,0,0.5
53697,3,1,0,0,0,0,0.33
53698,3,1,0,0,0,0,0.33
53699,6,0,1,0,0,0,0
53700,3,0,0,0,1,0,0
53701,6,0.5,0.83,0.5,0.5,0.17,0.5
53702,6,0.5,0.83,0.5,0.5,0,0.5
53703,3,1,0,1,1,0,1
53704,5,0,1,0,0,0,0
53705,5,0,1,0,0,0,0
53706,1,0,1,0,0,0,0
53714,6,0,0,0,0,1,0
53715,4,0,0,0,0,1,0
53718,2,0,1,0,0,0,0
53720,4,0,0.5,0,0,1,0
53723,1,0,1,0,0,0,0
53726,1,0,1,0,0,0,0
53731,1,0,1,0,0,0,0
53745,1,1,0,0,1,0,0
53746,1,1,0,0,1,0,0
53748,1,0,1,0,0,1,0
53749,1,0,1,0,0,1,0
53758,5,0,0,0,1,0,0
53759,5,0,0,0.8,1,0,0
53760,5,0.6,0.6,0.8,1,0.2,0.6
53761,5,0.6,0.6,0.8,1,0,0.6
53762,5,0.6,0,0.8,1,0,0.6
53764,5,0,0,0,1,0,0
53765,5,0,0,0.8,1,0,0
53766,5,0.6,0.4,0.8,1,0.2,0.6
53767,5,0.6,0.4,0.8,1,0,0.6
53768,5,0.6,0.4,0.8,1,0,0.6
53804,1,0,1,0,0,0,0
53806,1,0,1,0,0,0,0
53830,2,0,1,0,0,0,0
53831,1,0,1,0,0,0,0
53832,1,0,1,0,0,0,0
53840,1,0,1,0,0,0,0
53847,1,0,1,0,0,0,0
53864,1,0,1,0,0,0,0
53865,1,0,1,0,0,0,0
53884,1,1,0,0,0,0,0
53886,1,1,0,0,0,0,0
53914,1,0,1,0,0,0,0
53915,4,0,1,0,0,0,0
53918,1,0,1,0,0,0,0
53946,2,0,1,0,0,0,0
53947,2,0,1,0,0,0,0
53955,3,0,1,0,0,0,0
53956,6,0,1,0,0,0,0
53957,1,1,0,0,1,1,0
53958,1,1,0,0,1,1,0
53959,1,1,0,0,0,1,0
53960,1,1,0,0,0,1,0
53961,4,0,1,0,0.25,0.25,0
53962,3,0,1,0,0.33,0.33,0
3603,160689,0.11,0.74,0.06,0.19,0.1,0.04
